Species,Test AUC,wc2.1_30s_bio_1_fc,wc2.1_30s_bio_2_fc,wc2.1_30s_bio_3_fc,wc2.1_30s_bio_4_fc,wc2.1_30s_bio_5_fc,wc2.1_30s_bio_6_fc,wc2.1_30s_bio_7_fc,wc2.1_30s_bio_8_fc,wc2.1_30s_bio_9_fc,wc2.1_30s_bio_10_fc,wc2.1_30s_bio_11_fc,wc2.1_30s_bio_12_fc,wc2.1_30s_bio_13_fc,wc2.1_30s_bio_14_fc,wc2.1_30s_bio_15_fc,wc2.1_30s_bio_16_fc,wc2.1_30s_bio_17_fc,wc2.1_30s_bio_18_fc,wc2.1_30s_bio_19_fc,wc2.1_30s_bio_20_fc
Chionanthus_ramiflorus,0.968,12.3,6.8,1.3,0.1,0.0,0.0,0.1,0.0,3.7,0.0,0.0,3.7,1.3,0.8,1.1,0.0,2.4,0.0,61.2,5.2
Chrysophyllum_flexuosum,0.816,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,7.0,12.6,0.0,0.0,42.1,0.0,7.2,4.4,9.5
Chukrasia_tabularis,0.864,0.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,40.2,0.0,0.0,0.0,0.0,21.7,6.4
Cinnamomum_cassia,0.829,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,93.9
Cinnamomum_filipedicellatum,0.985,0.2,8.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,5.2,0.0,1.6,0.0,51.9,0.5,0.0,12.5,0.0,17.2,1.9
Cinnamomum_keralaense,0.891,0.0,1.8,0.0,34.3,36.5,0.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Cinnamomum_macrocarpum,0.928,0.0,0.4,2.5,27.4,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,52.4,0.0,0.0,0.0,0.0,0.0,0.5
Cinnamomum_malabatrum,0.901,0.6,2.4,8.0,1.9,11.7,0.6,2.4,4.7,1.3,1.7,1.9,26.7,1.1,7.3,0.9,2.8,3.6,2.5,9.7,8.2
Cinnamomum_sulphuratum,0.848,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4,14.4
Cinnamomum_verum,0.94,0.0,1.5,0.8,2.5,0.0,0.0,0.3,0.0,0.0,0.0,0.2,4.0,60.5,0.1,2.2,0.1,0.7,16.7,7.6,3.0
Clausena_anisata,0.957,4.2,2.1,15.1,0.4,0.0,4.5,0.0,15.6,0.0,0.0,0.1,20.4,3.6,2.2,0.0,31.6,0.0,0.0,0.0,0.2
Clausena_austroindica,0.909,0.0,3.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clausena_indica,0.95,4.3,1.2,4.7,2.9,0.0,5.1,1.7,16.1,0.0,0.0,2.6,19.9,8.0,5.6,0.0,1.9,0.1,0.1,18.5,7.3
Cleidion_javanicum,0.92,0.0,5.4,1.3,4.4,0.0,0.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.5,0.4,0.0,45.5
Cleistanthus_malabaricus,0.935,0.0,0.1,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,0.2,0.0,0.0,7.9,0.0,0.0,0.0,44.7
Cleistanthus_travancorensis,0.971,0.0,0.0,1.1,0.2,0.7,0.0,0.0,14.4,1.8,0.0,0.0,0.6,0.0,1.2,0.0,0.0,0.0,1.7,78.0,0.4
Clerodendrum_infortunatum,0.93,0.0,0.0,7.2,3.7,0.0,5.7,0.8,5.4,0.0,0.0,0.4,21.5,0.1,24.1,5.5,0.0,0.7,6.2,7.1,11.6
Coffea_wightiana,0.998,0.0,5.3,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3,0.6,0.0,0.0,0.0,0.0,2.0
Connarus_wightii,0.985,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.0,39.1,0.2,0.0,36.6,0.0,2.3
Croton_gibsonianus,0.965,0.0,6.3,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0,0.0,0.0,54.5,0.0
Croton_laccifer,0.987,2.6,0.0,0.9,3.6,2.6,0.0,0.0,0.0,0.6,10.9,3.8,0.0,0.3,2.3,19.5,0.0,0.0,0.0,0.3,52.5
Croton_malabaricus,0.964,0.0,0.4,5.6,0.2,0.1,0.9,0.0,0.0,4.2,0.0,0.2,8.9,0.0,10.8,0.7,0.1,10.0,4.5,37.7,15.7
Croton_zeylanicus,0.903,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,2.7,4.4,0.2,52.9,0.0,0.9,0.2,1.4,0.0,10.3
Cryptocarya_anamalayana,0.972,2.2,0.0,4.0,1.9,0.1,0.0,0.2,0.1,0.1,10.9,1.7,18.9,0.0,0.7,0.0,0.0,8.2,0.2,46.2,4.9
Cryptocarya_beddomei,0.972,0.0,1.1,6.4,1.9,0.0,0.0,1.2,0.1,0.0,0.0,1.2,19.8,0.0,2.8,2.8,4.0,1.0,0.0,53.1,4.9
Cryptocarya_lawsonii,0.951,0.0,2.5,1.9,0.0,0.8,0.2,7.3,1.1,2.3,24.7,0.0,21.6,1.1,0.6,0.1,0.6,0.6,0.7,22.0,11.9
Cryptocarya_stocksii,0.994,2.1,4.0,9.0,2.3,0.0,0.0,8.8,15.6,2.3,4.4,0.0,5.8,2.6,8.5,0.9,2.8,5.8,0.0,19.6,5.6
Cryptocarya_wightiana,0.931,0.0,1.7,3.4,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.7,34.8,8.9,15.8,2.1,13.9,0.5,4.7,9.2,3.8
Cyathocalyx_zeylanicus,0.985,0.0,0.8,7.9,0.0,0.0,3.0,4.2,0.0,0.0,0.0,2.0,0.2,0.2,1.5,0.0,0.0,7.1,2.5,36.7,33.9
Cynometra_travancorica,0.956,0.0,16.6,0.0,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,17.8,26.8
Daphniphyllum_neilgherrense,0.984,0.0,0.0,0.0,0.0,19.5,0.0,24.6,21.2,0.0,12.2,4.3,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0.0,17.2
Dendrocnide_sinuata,0.993,4.6,0.0,5.9,0.0,0.0,0.0,1.7,7.2,0.5,0.0,7.9,4.7,4.2,5.5,0.0,11.3,5.1,0.0,26.9,14.6
Dichapetalum_gelonioides,0.931,0.0,1.4,13.7,3.2,4.1,2.9,2.1,0.0,0.4,1.2,0.2,17.2,6.4,0.5,3.8,0.1,1.2,0.8,13.5,27.1
Dillenia_bracteata,0.994,0.0,12.6,0.0,0.3,0.0,0.0,22.1,0.0,8.5,5.0,0.0,5.8,0.0,0.0,4.7,5.0,0.0,0.5,20.4,15.0
Dimocarpus_longan,0.919,0.0,0.5,5.0,2.1,15.2,3.7,2.2,0.4,2.4,0.0,0.8,27.5,3.4,3.7,1.8,2.1,5.9,4.5,6.8,11.9
Dimorphocalyx_beddomei,0.986,2.9,2.8,7.5,0.0,0.0,2.8,0.6,0.2,2.2,0.0,5.3,0.6,0.0,6.3,0.8,0.0,0.0,0.4,45.7,22.0
Dimorphocalyx_glabellus,0.933,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.4,69.2,0.0,1.9,4.3,12.4,7.1
Diospyros_barberi,0.996,0.0,1.3,0.4,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,65.2,12.6,0.0,0.0,0.0,0.0,17.1
Diospyros_bourdillonii,0.971,0.0,6.0,3.6,0.0,0.2,5.5,10.6,0.0,2.2,0.0,0.0,0.0,0.0,0.2,0.3,0.0,5.4,0.2,56.9,9.0
Diospyros_buxifolia,0.943,0.0,9.1,15.5,1.6,0.0,4.8,9.5,0.0,1.0,0.0,0.4,5.4,1.5,4.6,0.3,0.0,0.4,3.4,9.8,32.8
Diospyros_candolleana,0.956,0.6,2.1,6.0,3.3,1.4,1.4,1.7,0.0,0.0,0.1,1.6,1.7,4.7,0.0,7.3,39.1,0.5,9.2,4.7,14.5
Diospyros_crumenata,0.961,0.0,0.0,1.0,2.3,0.0,0.0,0.7,0.0,0.0,0.0,2.2,0.0,64.3,4.2,0.0,2.1,8.0,9.4,0.0,5.7
Diospyros_ebenum,0.961,0.0,0.9,2.2,0.8,0.0,5.8,0.8,0.0,2.1,0.0,0.3,0.7,0.0,7.9,2.5,0.1,0.0,2.8,26.3,46.8
Diospyros_ferrea,0.978,0.0,0.2,2.2,1.8,1.8,0.0,0.4,0.0,0.0,2.6,0.0,0.0,29.5,0.5,46.9,2.2,0.2,8.0,1.4,2.4
Diospyros_ghatensis,0.97,0.0,2.0,1.3,0.2,0.0,6.2,7.5,0.2,0.0,0.0,1.5,6.4,0.0,0.1,5.3,0.0,5.0,0.0,57.9,6.2
Diospyros_insignis,0.983,0.0,1.0,0.0,0.0,0.0,0.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.1,0.0,2.1,13.6
Diospyros_kedam,0.999,0.0,14.0,0.0,0.0,0.0,1.3,15.2,11.0,1.4,0.1,0.0,5.8,0.0,6.5,7.8,6.8,0.0,0.2,19.4,10.5
Diospyros_malabarica,0.852,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,77.3,0.0,0.0,0.0,0.0,4.7,10.5
Diospyros_montana,0.927,0.0,2.9,1.8,0.0,0.0,15.0,5.9,0.3,0.1,0.0,0.1,22.6,2.1,8.4,2.4,0.0,0.1,34.4,0.0,3.9
Diospyros_nilagirica,0.928,0.0,4.9,0.0,0.0,0.0,0.0,74.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.0,11.8,6.1
Diospyros_oocarpa,0.928,0.0,0.6,16.8,0.1,0.1,0.0,0.0,0.0,0.0,0.4,5.0,6.7,3.3,4.2,0.0,30.5,0.1,5.3,5.8,20.9
Diospyros_paniculata,0.948,0.0,11.1,19.8,0.4,0.0,0.0,0.0,0.0,0.1,0.5,0.7,12.3,3.6,0.0,3.8,5.7,2.3,0.3,7.6,31.8
Diospyros_pruriens,0.986,0.0,2.6,19.3,1.8,0.0,5.3,1.0,18.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.4,4.6,0.1,11.2,6.0
Diospyros_ridleyi,0.979,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,67.9,2.6,1.2,0.0,0.0,0.0,0.2,14.0
Diospyros_saldanhae,0.973,0.0,0.7,28.2,0.0,0.0,3.5,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.6,0.0,35.6,1.0,5.7,6.9,16.5
Diospyros_sylvatica,0.923,0.0,0.7,6.0,0.0,0.0,3.8,0.0,20.7,0.0,0.0,2.1,38.2,1.1,5.0,1.1,0.6,2.8,2.2,13.9,1.8
Diploclisia_glaucescens,0.924,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.8,0.0,3.5,0.2,87.8,0.0,0.0,6.5,0.0,0.0
Dipterocarpus_bourdillonii,0.918,0.0,0.1,0.0,0.0,0.0,0.0,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0.0,2.3
Dipterocarpus_indicus,0.966,0.0,0.3,17.7,0.2,0.0,2.8,2.1,2.9,0.1,0.0,0.7,8.7,0.1,1.4,0.0,9.2,6.0,0.2,20.0,27.6
Discospermum_apiocarpum,0.908,0.0,2.9,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.9,2.6
Discospermum_sphaerocarpum,0.977,1.0,1.3,0.8,0.0,1.8,0.0,5.6,0.0,0.0,22.6,4.1,0.1,0.1,15.5,0.1,0.0,0.1,0.1,43.9,3.0
Donella_lanceolata,0.928,0.0,2.6,2.0,4.8,0.0,2.9,0.0,2.2,0.6,0.0,0.8,10.5,0.5,0.5,0.0,0.0,0.2,0.3,49.8,22.2
Dracaena_elliptica,0.98,0.0,0.0,5.3,5.3,0.0,0.0,39.3,0.0,0.0,0.0,0.0,0.0,0.0,27.3,2.0,0.0,0.0,0.3,3.3,17.2
Drypetes_confertiflora,0.938,0.2,0.8,19.2,0.2,0.0,7.5,12.6,0.0,0.1,0.0,1.1,2.2,0.0,0.0,3.2,1.1,0.6,0.0,6.0,45.0
Drypetes_malabarica,0.96,0.0,8.5,0.6,0.0,0.0,0.0,54.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.4,0.0,13.9,1.2,7.7,5.1
Drypetes_oblongifolia,0.968,1.4,0.9,12.2,0.9,0.2,0.0,0.3,0.1,0.0,0.8,1.9,7.2,0.4,10.7,0.1,0.0,17.7,0.3,36.0,9.0
Drypetes_venusta,0.944,0.0,2.8,1.4,0.4,0.0,4.1,2.4,0.5,0.9,0.0,0.0,34.6,0.0,15.3,0.9,2.8,3.4,3.9,2.9,23.7
Drypetes_wightii,0.918,0.0,2.6,0.0,11.1,3.8,0.0,66.1,4.5,0.0,4.5,0.0,0.0,0.0,1.3,1.2,0.1,3.9,0.0,0.0,1.0
Durio_exarillatus,0.98,0.0,1.0,2.3,0.1,0.3,0.0,0.9,0.0,0.6,11.5,4.6,18.7,0.0,42.8,0.1,0.0,16.1,0.0,1.1,0.0
Dysoxylum_gotadhora,0.915,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.2,0.2,8.7,0.0,14.2,0.0,0.0,48.4,0.0,7.8,0.8,0.6,17.9
Dysoxylum_malabaricum,0.91,0.0,1.5,17.4,0.2,0.0,7.0,14.6,0.0,1.5,2.9,0.2,24.5,0.0,1.0,0.0,0.3,0.3,2.8,6.5,19.4
Ehretia_aspera,0.992,0.0,0.0,1.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,6.0,8.5,2.7,0.0,28.6,9.8,25.0
Elaeagnus_conferta,0.905,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9,0.0,0.0,7.5,12.7,0.1
Elaeocarpus_munroii,0.967,3.5,12.6,0.0,0.0,5.5,0.0,10.4,5.5,2.6,10.9,6.6,0.4,0.0,11.9,0.0,0.0,0.0,0.0,30.2,0.0
Elaeocarpus_serratus,0.945,0.0,4.4,17.5,0.1,0.0,4.8,0.0,1.3,0.0,0.0,0.2,24.7,3.0,6.6,0.8,5.5,0.7,1.7,4.4,24.4
Elaeocarpus_tuberculatus,0.961,7.5,3.4,3.6,4.1,0.0,1.0,0.0,0.0,0.0,0.0,1.3,31.4,0.0,0.9,0.8,1.2,0.0,0.2,39.1,5.5
Elaeocarpus_variabilis,0.86,0.0,0.0,0.0,44.8,0.0,0.0,0.0,7.3,0.0,26.8,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3
Elaeocarpus_venustus,0.995,0.0,0.0,2.7,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,81.7,13.9,0.0,0.5,0.0,0.3,0.0
Elaeodendron_paniculatum,0.988,0.0,0.0,2.1,0.4,1.7,0.0,0.0,1.8,0.0,0.0,0.0,0.4,0.0,0.0,49.7,0.0,0.0,40.5,3.4,0.1
Embelia_drupacea,0.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,60.5,0.0,0.0,0.0,9.4,28.6
Entada_rheedei,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,8.5,0.0,6.2,0.0,11.7,7.5,0.0,35.6,4.5,25.7
Epiprinus_mallotiformis,0.984,0.0,5.7,10.3,0.3,0.0,0.0,2.9,0.1,2.3,15.9,2.5,3.6,0.0,19.0,0.2,0.0,0.3,0.2,36.1,0.6
Erythroxylum_moonii,0.971,0.0,7.8,1.7,19.2,8.6,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,1.1,0.1,2.3,1.2
Eugenia_codyensis,0.981,0.0,10.6,0.0,0.0,0.0,0.0,8.7,19.2,0.8,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.2,0.1,47.0,0.0
Eugenia_kalamii,0.895,0.0,0.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,0.0,18.7,0.7,0.0,12.0,0.0,10.5
Eugenia_macrocalyx,0.988,0.0,0.5,5.1,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.8,5.7,4.3,0.4,58.8,0.6,2.3,3.5,15.9
Eugenia_mooniana,0.957,0.0,11.4,2.7,3.0,0.5,2.3,0.1,3.6,0.0,14.9,0.0,18.0,0.2,31.1,1.2,0.0,6.2,0.0,2.5,2.5
Eugenia_singampattiana,0.999,0.0,15.1,1.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3,0.7,0.0,0.0,0.0,0.0,0.0
Euonymus_angulatus,0.98,0.2,0.0,1.1,20.7,20.3,0.0,11.4,12.6,1.2,0.0,0.0,6.4,0.0,5.1,0.0,0.0,4.9,0.2,0.0,16.1
Euonymus_dichotomus,0.96,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,92.7,2.3,0.0,0.0,1.8,0.0,0.0
Euonymus_indicus,0.924,0.0,3.9,9.0,5.9,10.1,0.7,5.5,0.0,2.1,3.7,0.0,28.1,4.2,1.6,1.3,0.0,1.6,0.4,19.8,1.9
Eurya_nitida,0.988,7.1,14.5,0.0,0.0,16.4,0.0,19.6,11.4,5.6,5.2,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0
Excoecaria_oppositifolia,0.949,6.7,31.9,3.8,0.0,0.6,0.0,26.3,1.9,0.0,0.0,0.0,0.0,0.4,26.1,0.0,1.4,1.0,0.0,0.0,0.0
Falconeria_insignis,0.877,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,11.7,53.7,0.0,15.3,9.7,0.0,2.2
Ficus_beddomei,0.969,1.9,1.3,3.1,10.3,6.7,0.0,30.0,0.3,0.4,4.4,0.0,0.0,0.0,1.7,0.0,0.0,4.4,5.0,3.1,27.5
Ficus_callosa,0.957,0.0,0.0,17.8,0.3,0.0,0.0,0.0,1.9,1.4,0.0,0.0,27.7,3.5,23.4,2.7,0.9,0.0,9.6,7.9,2.8
Ficus_exasperata,0.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,12.7,0.0,0.0,0.0,16.3,28.7,0.0,0.0,0.6
Ficus_hispida,0.923,0.0,3.3,3.3,0.1,0.0,1.8,0.0,0.0,0.0,0.0,0.3,0.9,12.5,3.6,40.3,3.1,0.0,10.2,1.7,19.0
Ficus_microcarpa,0.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,11.0,0.0,24.6,0.0,0.0,5.7,35.9,1.6
Ficus_nervosa,0.901,0.0,2.5,6.1,0.0,9.0,4.6,2.0,0.1,0.9,0.0,0.0,44.6,6.7,2.1,0.9,3.2,1.9,5.3,2.3,7.8
Ficus_racemosa,0.946,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.2,0.3,83.8,0.0,5.7,2.0,4.2,1.6
Ficus_talbotii,0.787,0.0,29.2,0.0,0.0,0.0,0.0,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,23.4,7.8
Ficus_tsjakela,0.832,0.0,0.0,0.0,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,25.3,0.0,0.0,12.9,10.7,0.2
Ficus_virens,0.901,0.0,14.3,1.6,3.7,0.0,0.0,1.6,11.6,0.0,0.0,0.0,18.4,0.0,36.0,0.0,0.0,0.4,1.1,0.0,11.3
Filicium_decipiens,0.972,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.6,0.0,0.0,95.3,0.5,0.0,0.0,1.0,0.0,0.0
Flacourtia_montana,0.898,1.0,0.1,16.4,1.3,0.0,6.0,1.9,0.2,1.1,0.0,0.1,37.2,0.8,10.8,1.8,1.4,0.4,10.5,2.5,6.3
Garcinia_gummi-gutta,0.923,0.4,13.8,18.9,0.3,0.0,3.2,0.7,11.1,0.0,0.6,0.2,22.6,0.4,1.6,0.5,2.6,0.1,1.2,12.9,8.9
Garcinia_indica,0.919,0.0,1.2,4.9,2.0,0.3,0.3,0.0,1.2,0.0,0.0,0.0,12.2,0.0,6.3,0.3,30.4,6.2,19.7,3.3,11.6
Garcinia_morella,0.95,3.4,6.7,27.7,0.2,0.0,2.1,0.0,6.5,0.1,0.0,1.3,23.3,3.2,1.1,0.0,6.6,0.1,1.3,6.8,9.6
Garcinia_rubroechinata,0.978,0.0,6.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,77.8,0.0,4.3,0.0,0.0,0.1
Garcinia_spicata,0.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,37.5,0.0,0.0,0.0,59.0,3.4
Garcinia_talbotii,0.946,0.0,3.0,0.7,0.4,6.2,1.0,0.0,0.1,0.4,0.0,2.5,34.6,3.7,0.0,8.4,3.6,18.3,6.8,2.2,8.1
Glochidion_UM,1.0,0.0,0.0,1.7,1.3,1.9,1.2,2.1,0.7,0.3,3.6,6.1,0.1,0.0,10.2,52.9,0.0,3.8,2.6,0.0,11.6
Glochidion_ellipticum,0.9,0.0,5.3,1.3,2.0,0.0,5.1,2.1,0.4,2.4,0.0,0.0,31.4,1.7,0.8,0.6,20.2,0.4,13.8,2.7,9.7
Glochidion_heyneanum,0.895,0.8,17.8,0.0,0.0,0.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,31.4,0.0,2.7,0.0,0.0,24.5,0.4,3.8
Glochidion_hohenackeri,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.2,18.4,4.1,0.0
Glochidion_zeylanicum,0.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0
Gluta_travancorica,0.997,0.0,20.7,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,73.3,2.7,0.0,1.7,1.2,0.0,0.0
Glycosmis_macrocarpa,0.945,0.0,2.6,2.7,18.8,1.5,0.0,42.8,0.0,0.0,3.8,4.2,6.1,0.1,1.3,0.0,0.0,1.4,1.4,9.4,3.9
Glycosmis_pentaphylla,0.948,0.0,0.1,2.9,2.4,0.0,2.8,3.7,0.0,0.0,0.0,6.6,24.2,6.5,0.5,7.3,14.6,0.9,2.3,4.1,21.1
Gnetum_edule,0.986,0.0,1.6,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,11.7,0.7,11.9,0.0,31.3,12.0,10.9
Gomphandra_coriacea,0.992,0.0,0.0,2.0,2.1,0.7,0.0,2.3,0.0,0.0,23.3,2.4,10.6,0.0,53.1,0.6,0.8,0.0,0.0,2.0,0.0
Gomphandra_tetrandra,0.948,0.0,13.3,8.1,0.0,0.0,0.1,0.0,0.3,1.8,4.1,2.0,19.3,0.2,1.7,0.0,0.0,1.6,0.2,37.9,9.4
Goniothalamus_cardiopetalus,0.969,3.0,12.3,3.2,0.1,0.0,1.6,1.5,1.3,0.5,0.0,0.0,0.0,9.9,4.8,0.9,0.0,0.0,0.0,53.1,7.8
Goniothalamus_rhynchantherus,0.995,0.0,0.0,0.0,0.0,0.0,0.2,11.9,0.0,0.0,0.0,0.0,0.0,0.2,59.2,27.6,0.0,0.0,0.8,0.0,0.0
Goniothalamus_thwaitesii,0.903,0.0,21.4,0.0,0.0,0.0,0.0,77.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
Goniothalamus_wightii,0.977,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,98.3,0.9,0.0,0.0,0.0,0.0,0.0
Gordonia_obtusa,0.964,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,6.9,5.4,0.0,14.6,0.0,5.0,0.0,0.0,0.0,3.3,57.9,2.0
Grewia_serrulata,0.93,3.8,0.0,0.0,0.0,0.0,0.0,0.0,45.6,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,1.4,0.0,25.1,1.9
Gymnacranthera_canarica,0.91,0.0,0.7,0.0,40.9,0.0,0.0,21.5,0.0,0.0,0.0,26.3,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.0,8.5
Harpullia_arborea,0.926,0.0,0.0,3.9,25.2,0.0,6.3,18.5,14.4,0.9,0.0,0.1,8.4,1.9,5.4,0.3,0.0,0.4,0.3,1.7,12.3
Helicia_nilagirica,0.962,0.0,8.3,0.0,1.4,24.8,0.0,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heptapleurum_ellipticum,0.998,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.1,83.3,0.0,3.8,3.5,0.0,4.4
Heritiera_papilio,0.965,1.3,11.9,0.6,3.0,0.2,1.6,2.4,0.0,0.0,21.7,4.0,0.0,0.0,1.0,0.0,0.3,0.1,0.1,46.9,4.7
Heynea_trijuga,0.951,0.0,1.8,3.3,6.1,0.0,26.8,0.4,0.9,0.0,0.0,0.0,10.5,33.9,3.5,2.2,0.0,4.1,1.9,0.3,4.2
Holigarna_arnottiana,0.92,1.0,1.0,6.5,1.0,0.0,1.9,0.0,1.5,0.3,0.7,0.4,24.6,6.8,8.2,5.0,17.1,3.1,12.7,2.0,6.2
Holigarna_beddomei,0.923,0.0,4.0,0.0,29.9,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,44.3
Holigarna_ferruginea,0.976,2.3,0.3,3.8,1.9,1.4,6.1,1.6,6.2,0.2,0.0,0.0,18.6,2.1,0.1,0.0,3.2,5.3,0.1,39.2,7.5
Holigarna_grahamii,0.916,1.9,0.1,3.8,3.7,0.0,1.8,0.8,0.7,0.1,14.7,2.0,3.7,36.3,2.9,3.3,5.3,1.9,1.8,5.1,10.2
Holigarna_nigra,0.947,0.0,1.3,9.3,4.0,2.2,0.0,0.7,0.1,0.6,17.3,1.5,19.3,0.4,17.8,2.3,0.0,0.0,1.0,22.0,0.2
Homalium_ceylanicum,0.941,0.0,11.0,4.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,26.3,7.2,0.0,1.1,0.3,0.0,6.9,33.8,5.4
Hopea_canarensis,0.995,0.3,0.0,0.4,0.0,0.0,0.0,0.0,3.4,0.1,3.0,0.0,1.1,2.3,4.6,0.1,1.3,1.4,1.8,76.3,3.9
